,t,N_pump,p_pump,eta_pump,tau_pump,tau_turbine,T_gg_comb,Pcc_gg,MR_gg,dp_dt_gg,m_dot_gg_inj_fu,m_dot_gg_inj_ox,p_gg_inj_ox,p_gg_inj_fu,T_me_comb,Pcc_me,MR_me,dp_dt_me,m_dot_me_inj_fu,m_dot_me_inj_ox,p_me_inj_ox,p_me_inj_fu,m_dot_gg_mov,m_dot_gg_mfv,m_dot_me_mov,m_dot_me_mfv
1130,[3.15240433],[2405.18517604],3000000.0,[0.],[2.52999883e-05],[3.39648778],[1187.51037743],[2230713.38197194],[1.89790356],[-781067.25524434],[0.0107082],[0.02032314],[4995803.3221912],[2999174.43578793],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1131,[3.15975685],[2405.18517604],3000000.0,[0.],[2.54052649e-05],[3.39113935],[1179.97127975],[2220713.38197194],[1.88807867],[1360078.20432879],[0.0107851],[0.02036311],[4994917.23642556],[2998113.36171295],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1132,[3.17255986],[2405.18517604],3000000.0,[0.],[2.54656281e-05],[3.39648779],[1187.51038475],[2230713.38197194],[1.89790357],[-781066.73636212],[0.0107082],[0.02032314],[4995803.32751311],[2999174.42571005],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1133,[3.17991237],[2405.18517604],3000000.0,[0.],[2.55709048e-05],[3.39113936],[1179.97129051],[2220713.38197194],[1.88807869],[1360078.87076181],[0.0107851],[0.02036311],[4994917.23559849],[2998113.36028971],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1134,[3.19271537],[2405.18517604],3000000.0,[0.],[2.56312679e-05],[3.39648779],[1187.51038588],[2230713.38197194],[1.89790357],[-781066.75884323],[0.0107082],[0.02032314],[4995803.32420428],[2999174.42891737],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1135,[3.20006789],[2405.18517604],3000000.0,[0.],[2.57365445e-05],[3.39113935],[1179.97128666],[2220713.38197194],[1.88807868],[1360078.53994595],[0.0107851],[0.02036311],[4994917.23296119],[2998113.36651788],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1136,[3.21287089],[2405.18517604],3000000.0,[0.],[2.57969077e-05],[3.39648778],[1187.51037929],[2230713.38197194],[1.89790356],[-781067.12123622],[0.0107082],[0.02032314],[4995803.32363604],[2999174.43312339],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1137,[3.2202234],[2405.18517604],3000000.0,[0.],[2.59021843e-05],[3.39113935],[1179.9712826],[2220713.38197194],[1.88807868],[1360078.38330555],[0.0107851],[0.02036311],[4994917.23627354],[2998113.36120448],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1138,[3.23302641],[2405.18517604],3000000.0,[0.],[2.59625474e-05],[3.39648779],[1187.51038519],[2230713.38197194],[1.89790357],[-781066.73382858],[0.0107082],[0.02032314],[4995803.32667585],[2999174.42643867],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1139,[3.24037892],[2405.18517604],3000000.0,[0.],[2.60678241e-05],[3.39113936],[1179.97128961],[2220713.38197194],[1.88807869],[1360078.78931809],[0.0107851],[0.02036311],[4994917.23484573],[2998113.36201315],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1140,[3.25318192],[2405.18517604],3000000.0,[0.],[2.61281872e-05],[3.39648779],[1187.51038405],[2230713.38197194],[1.89790357],[-781066.86081506],[0.0107082],[0.02032314],[4995803.32398989],[2999174.43015228],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1141,[3.26053444],[2405.18517604],3000000.0,[0.],[2.62334639e-05],[3.39113935],[1179.97128546],[2220713.38197194],[1.88807868],[1360078.49045957],[0.0107851],[0.02036311],[4994917.23384626],[2998113.36513311],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1142,[3.27333744],[2405.18517604],3000000.0,[0.],[2.6293827e-05],[3.39648778],[1187.51038083],[2230713.38197194],[1.89790356],[-781067.01866494],[0.0107082],[0.02032314],[4995803.32447957],[2999174.43131949],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1143,[3.28068996],[2405.18517604],3000000.0,[0.],[2.63991036e-05],[3.39113935],[1179.9712845],[2220713.38197194],[1.88807868],[1360078.49457723],[0.0107851],[0.02036311],[4994917.23592952],[2998113.3613412],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1144,[3.29349296],[2405.18517604],3000000.0,[0.],[2.64594667e-05],[3.39648779],[1187.51038497],[2230713.38197194],[1.89790357],[-781066.7628562],[0.0107082],[0.02032314],[4995803.32597439],[2999174.42736719],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1145,[3.30084548],[2405.18517604],3000000.0,[0.],[2.65647434e-05],[3.39113936],[1179.97128857],[2220713.38197194],[1.88807868],[1360078.71239814],[0.0107851],[0.02036311],[4994917.23454184],[2998113.36290239],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1146,[3.31364848],[2405.18517604],3000000.0,[0.],[2.66251065e-05],[3.39648779],[1187.51038313],[2230713.38197194],[1.89790357],[-781066.90720631],[0.0107082],[0.02032314],[4995803.32408242],[2999174.43054301],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1147,[3.32100099],[2405.18517604],3000000.0,[0.],[2.67303831e-05],[3.39113935],[1179.97128512],[2220713.38197194],[1.88807868],[1360078.48659005],[0.0107851],[0.02036311],[4994917.2344141],[2998113.36412226],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1148,[3.33380399],[2405.18517604],3000000.0,[0.],[2.67907462e-05],[3.39648779],[1187.51038194],[2230713.38197194],[1.89790357],[-781066.94955159],[0.0107082],[0.02032314],[4995803.3249075],[2999174.43023049],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1149,[3.34115651],[2405.18517604],3000000.0,[0.],[2.68960229e-05],[3.39113935],[1179.97128563],[2220713.38197194],[1.88807868],[1360078.55577422],[0.0107851],[0.02036311],[4994917.2355758],[2998113.36171496],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1150,[3.35395951],[2405.18517604],3000000.0,[0.],[2.6956386e-05],[3.39648779],[1187.51038453],[2230713.38197194],[1.89790357],[-781066.79899739],[0.0107082],[0.02032314],[4995803.32546932],[2999174.42819129],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1151,[3.36131203],[2405.18517604],3000000.0,[0.],[2.70616626e-05],[3.39113936],[1179.97128767],[2220713.38197194],[1.88807868],[1360078.65276463],[0.0107851],[0.02036311],[4994917.23448293],[2998113.36327123],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1152,[3.37411503],[2405.18517604],3000000.0,[0.],[2.71220257e-05],[3.39648779],[1187.51038276],[2230713.38197194],[1.89790357],[-781066.92150382],[0.0107082],[0.02032314],[4995803.32428225],[2999174.43050931],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1153,[3.38146754],[2405.18517604],3000000.0,[0.],[2.72273023e-05],[3.39113935],[1179.9712852],[2220713.38197194],[1.88807868],[1360078.50219955],[0.0107851],[0.02036311],[4994917.23473806],[2998113.36346757],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1154,[3.39427055],[2405.18517604],3000000.0,[0.],[2.72876654e-05],[3.39648779],[1187.51038265],[2230713.38197194],[1.89790357],[-781066.90801581],[0.0107082],[0.02032314],[4995803.32507928],[2999174.4296531],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1155,[3.40162306],[2405.18517604],3000000.0,[0.],[2.7392942e-05],[3.39113936],[1179.97128621],[2220713.38197194],[1.88807868],[1360078.58417029],[0.0107851],[0.02036311],[4994917.23528909],[2998113.36211086],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1156,[3.41442606],[2405.18517604],3000000.0,[0.],[2.74533051e-05],[3.39648779],[1187.51038408],[2230713.38197194],[1.89790357],[-781066.83080185],[0.0107082],[0.02032314],[4995803.32514607],[2999174.42880718],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1157,[3.42177858],[2405.18517604],3000000.0,[0.],[2.75585817e-05],[3.39113936],[1179.97128701],[2220713.38197194],[1.88807868],[1360078.61218308],[0.0107851],[0.02036311],[4994917.23453627],[2998113.36335275],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1158,[3.43458158],[2405.18517604],3000000.0,[0.],[2.76189448e-05],[3.39648779],[1187.5103827],[2230713.38197194],[1.89790357],[-781066.9197765],[0.0107082],[0.02032314],[4995803.32448601],[2999174.43030843],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1159,[3.4419341],[2405.18517604],3000000.0,[0.],[2.77242214e-05],[3.39113935],[1179.97128544],[2220713.38197194],[1.88807868],[1360078.52266286],[0.0107851],[0.02036311],[4994917.23489712],[2998113.36309027],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1160,[3.4547371],[2405.18517604],3000000.0,[0.],[2.77845845e-05],[3.39648779],[1187.51038304],[2230713.38197194],[1.89790357],[-781066.88611432],[0.0107082],[0.02032314],[4995803.32511165],[2999174.42940129],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1161,[3.46208961],[2405.18517604],3000000.0,[0.],[2.78898611e-05],[3.39113936],[1179.97128645],[2220713.38197194],[1.88807868],[1360078.59342677],[0.0107851],[0.02036311],[4994917.23508737],[2998113.36243636],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1162,[3.47489261],[2405.18517604],3000000.0,[0.],[2.79502242e-05],[3.39648779],[1187.51038371],[2230713.38197194],[1.89790357],[-781066.85444719],[0.0107082],[0.02032314],[4995803.3249622],[2999174.42921412],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1163,[3.48224513],[2405.18517604],3000000.0,[0.],[2.80555008e-05],[3.39113936],[1179.97128658],[2220713.38197194],[1.88807868],[1360078.58755296],[0.0107851],[0.02036311],[4994917.23462493],[2998113.36330017],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1164,[3.49504813],[2405.18517604],3000000.0,[0.],[2.81158639e-05],[3.39648779],[1187.51038277],[2230713.38197194],[1.89790357],[-781066.91182738],[0.0107082],[0.02032314],[4995803.32465051],[2999174.43007938],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1165,[3.50240065],[2405.18517604],3000000.0,[0.],[2.82211405e-05],[3.39113935],[1179.9712857],[2220713.38197194],[1.88807868],[1360078.54101137],[0.0107851],[0.02036311],[4994917.23495669],[2998113.36290237],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1166,[3.51520365],[2405.18517604],3000000.0,[0.],[2.82815036e-05],[3.39648779],[1187.51038324],[2230713.38197194],[1.89790357],[-781066.87665367],[0.0107082],[0.02032314],[4995803.3250804],[2999174.42933344],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1167,[3.52255617],[2405.18517604],3000000.0,[0.],[2.83867801e-05],[3.39113936],[1179.9712865],[2220713.38197194],[1.88807868],[1360078.59298262],[0.0107851],[0.02036311],[4994917.23496095],[2998113.36266769],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1168,[3.53535917],[2405.18517604],3000000.0,[0.],[2.84471432e-05],[3.39648779],[1187.51038346],[2230713.38197194],[1.89790357],[-781066.87000306],[0.0107082],[0.02032314],[4995803.32487234],[2999174.42945376],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1169,[3.54271168],[2405.18517604],3000000.0,[0.],[2.85524198e-05],[3.39113936],[1179.97128634],[2220713.38197194],[1.88807868],[1360078.5744032],[0.0107851],[0.02036311],[4994917.23471029],[2998113.3632032],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1170,[3.55551468],[2405.18517604],3000000.0,[0.],[2.86127829e-05],[3.39648779],[1187.51038289],[2230713.38197194],[1.89790357],[-781066.90292268],[0.0107082],[0.02032314],[4995803.32476594],[2999174.42988475],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1171,[3.5628672],[2405.18517604],3000000.0,[0.],[2.87180594e-05],[3.39113935],[1179.97128591],[2220713.38197194],[1.88807868],[1360078.55481162],[0.0107851],[0.02036311],[4994917.23496357],[2998113.36282981],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1172,[3.5756702],[2405.18517604],3000000.0,[0.],[2.87784225e-05],[3.39648779],[1187.51038331],[2230713.38197194],[1.89790357],[-781066.87418836],[0.0107082],[0.02032314],[4995803.32502936],[2999174.4293546],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1173,[3.58302272],[2405.18517604],3000000.0,[0.],[2.88836991e-05],[3.39113936],[1179.97128647],[2220713.38197194],[1.88807868],[1360078.58865375],[0.0107851],[0.02036311],[4994917.23489077],[2998113.36281399],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1174,[3.59582572],[2405.18517604],3000000.0,[0.],[2.89440621e-05],[3.39648779],[1187.5103833],[2230713.38197194],[1.89790357],[-781066.87912188],[0.0107082],[0.02032314],[4995803.32483905],[2999174.42957675],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1175,[3.60317823],[2405.18517604],3000000.0,[0.],[2.90493387e-05],[3.39113936],[1179.97128622],[2220713.38197194],[1.88807868],[1360078.56859717],[0.0107851],[0.02036311],[4994917.23477718],[2998113.36310751],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1176,[3.61598124],[2405.18517604],3000000.0,[0.],[2.91097018e-05],[3.39648779],[1187.510383],[2230713.38197194],[1.89790357],[-781066.89541313],[0.0107082],[0.02032314],[4995803.32483811],[2999174.42974331],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1177,[3.62333375],[2405.18517604],3000000.0,[0.],[2.92149783e-05],[3.39113936],[1179.97128606],[2220713.38197194],[1.88807868],[1360078.56397929],[0.0107851],[0.02036311],[4994917.23494747],[2998113.36281906],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1178,[3.63613675],[2405.18517604],3000000.0,[0.],[2.92753414e-05],[3.39648779],[1187.51038332],[2230713.38197194],[1.89790357],[-781066.87508335],[0.0107082],[0.02032314],[4995803.32498047],[2999174.42940798],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1179,[3.64348927],[2405.18517604],3000000.0,[0.],[2.93806179e-05],[3.39113936],[1179.97128641],[2220713.38197194],[1.88807868],[1360078.58360163],[0.0107851],[0.02036311],[4994917.23485772],[2998113.36289609],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1180,[3.65629227],[2405.18517604],3000000.0,[0.],[2.9440981e-05],[3.39648779],[1187.51038322],[2230713.38197194],[1.89790357],[-781066.88377292],[0.0107082],[0.02032314],[4995803.32483562],[2999174.42962726],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1181,[3.66364479],[2405.18517604],3000000.0,[0.],[2.95462575e-05],[3.39113936],[1179.97128617],[2220713.38197194],[1.88807868],[1360078.56696562],[0.0107851],[0.02036311],[4994917.23482308],[2998113.36303155],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1182,[3.67644779],[2405.18517604],3000000.0,[0.],[2.96066206e-05],[3.39648779],[1187.51038308],[2230713.38197194],[1.89790357],[-781066.88998192],[0.0107082],[0.02032314],[4995803.32487807],[2999174.42965205],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1183,[3.6838003],[2405.18517604],3000000.0,[0.],[2.97118971e-05],[3.39113936],[1179.97128616],[2220713.38197194],[1.88807868],[1360078.56940943],[0.0107851],[0.02036311],[4994917.2349252],[2998113.3628358],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1184,[3.6966033],[2405.18517604],3000000.0,[0.],[2.97722602e-05],[3.39648779],[1187.51038329],[2230713.38197194],[1.89790357],[-781066.87717579],[0.0107082],[0.02032314],[4995803.32494227],[2999174.42946384],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1185,[3.70395582],[2405.18517604],3000000.0,[0.],[2.98775367e-05],[3.39113936],[1179.97128635],[2220713.38197194],[1.88807868],[1360078.57926771],[0.0107851],[0.02036311],[4994917.23484651],[2998113.36293541],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1186,[3.71675882],[2405.18517604],3000000.0,[0.],[2.99378998e-05],[3.39648779],[1187.51038318],[2230713.38197194],[1.89790357],[-781066.88565983],[0.0107082],[0.02032314],[4995803.32484512],[2999174.42963793],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1187,[3.72411134],[2405.18517604],3000000.0,[0.],[3.00431763e-05],[3.39113936],[1179.97128616],[2220713.38197194],[1.88807868],[1360078.56737239],[0.0107851],[0.02036311],[4994917.23485117],[2998113.36297892],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1188,[3.73691434],[2405.18517604],3000000.0,[0.],[3.01035394e-05],[3.39648779],[1187.51038314],[2230713.38197194],[1.89790357],[-781066.88649202],[0.0107082],[0.02032314],[4995803.32489683],[2999174.42959966],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1189,[3.74426686],[2405.18517604],3000000.0,[0.],[3.02088159e-05],[3.39113936],[1179.97128621],[2220713.38197194],[1.88807868],[1360078.57221846],[0.0107851],[0.02036311],[4994917.23490487],[2998113.36286045],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1190,[3.75706986],[2405.18517604],3000000.0,[0.],[3.02691789e-05],[3.39648779],[1187.51038326],[2230713.38197194],[1.89790357],[-781066.87933818],[0.0107082],[0.02032314],[4995803.32491612],[2999174.42950952],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1191,[3.76442237],[2405.18517604],3000000.0,[0.],[3.03744554e-05],[3.39113936],[1179.9712863],[2220713.38197194],[1.88807868],[1360078.57609811],[0.0107851],[0.02036311],[4994917.23484651],[2998113.36294931],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1192,[3.77722537],[2405.18517604],3000000.0,[0.],[3.04348185e-05],[3.39648779],[1187.51038317],[2230713.38197194],[1.89790357],[-781066.88603536],[0.0107082],[0.02032314],[4995803.324858],[2999174.42963014],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1193,[3.78457789],[2405.18517604],3000000.0,[0.],[3.0540095e-05],[3.39113936],[1179.97128617],[2220713.38197194],[1.88807868],[1360078.56853217],[0.0107851],[0.02036311],[4994917.23486633],[2998113.36294642],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1194,[3.79738089],[2405.18517604],3000000.0,[0.],[3.06004581e-05],[3.39648779],[1187.51038317],[2230713.38197194],[1.89790357],[-781066.88449764],[0.0107082],[0.02032314],[4995803.32490313],[2999174.42957373],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1195,[3.80473341],[2405.18517604],3000000.0,[0.],[3.07057346e-05],[3.39113936],[1179.97128623],[2220713.38197194],[1.88807868],[1360078.57339001],[0.0107851],[0.02036311],[4994917.23488942],[2998113.36288338],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1196,[3.81753641],[2405.18517604],3000000.0,[0.],[3.07660976e-05],[3.39648779],[1187.51038324],[2230713.38197194],[1.89790357],[-781066.88109564],[0.0107082],[0.02032314],[4995803.32490015],[2999174.42954184],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1197,[3.82488892],[2405.18517604],3000000.0,[0.],[3.08713741e-05],[3.39113936],[1179.97128626],[2220713.38197194],[1.88807868],[1360078.57404185],[0.0107851],[0.02036311],[4994917.2348511],[2998113.36295],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1198,[3.83769193],[2405.18517604],3000000.0,[0.],[3.09317371e-05],[3.39648779],[1187.51038317],[2230713.38197194],[1.89790357],[-781066.88571612],[0.0107082],[0.02032314],[4995803.3248697],[2999174.42961636],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1199,[3.84504444],[2405.18517604],3000000.0,[0.],[3.10370136e-05],[3.39113936],[1179.97128619],[2220713.38197194],[1.88807868],[1360078.56976843],[0.0107851],[0.02036311],[4994917.23487315],[2998113.36292868],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1200,[3.85784744],[2405.18517604],3000000.0,[0.],[3.10973767e-05],[3.39648779],[1187.51038319],[2230713.38197194],[1.89790357],[-781066.88351632],[0.0107082],[0.02032314],[4995803.32490307],[2999174.42956383],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1201,[3.86519996],[2405.18517604],3000000.0,[0.],[3.12026532e-05],[3.39113936],[1179.97128624],[2220713.38197194],[1.88807868],[1360078.57365556],[0.0107851],[0.02036311],[4994917.23487906],[2998113.36290101],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
