,P,MR,Cv,Cp,T,R
1502,611111.1111111111,0.9939393939393939,1692.2992560337368,2219.4898819363907,1111.3000375578285,527.1906259026538
1503,666666.6666666666,0.9939393939393939,1695.0002260225353,2220.9721022611284,1116.404392175362,525.971876238593
1504,722222.2222222222,0.9939393939393939,1697.5206518774219,2222.3523781031467,1121.1443870560051,524.831726225725
1505,777777.7777777778,0.9939393939393939,1699.8851978094142,2223.6451774983466,1125.5710638846183,523.7599796889324
1506,833333.3333333333,0.9939393939393939,1702.1136634765128,2224.862024987729,1129.7252686046436,522.7483615112161
1507,888888.8888888889,0.9939393939393939,1704.222199723697,2226.012255690968,1133.6402184863164,521.7900559672707
1508,944444.4444444445,0.9939393939393939,1706.2241643462683,2227.103541540519,1137.3433054688064,520.8793771942507
1509,1000000.0,0.9939393939393939,1708.1307391422476,2228.142267765643,1140.8573939385528,520.0115286233954
1510,1055555.5555555555,0.9939393939393939,1709.951384279349,2229.1338081123436,1144.201774505095,519.1824238329945
1511,1111111.111111111,0.9939393939393939,1711.69417911357,2230.0827298558306,1147.3928779390355,518.3885507422608
1512,1166666.6666666665,0.9939393939393939,1713.3660820120476,2230.9929491842854,1150.4448185497185,517.6268671722374
1513,1222222.2222222222,0.9939393939393939,1714.9731313612733,2231.8678506661763,1153.369813690623,516.8947193049031
1514,1277777.7777777778,0.9939393939393939,1716.5206031102214,2232.710380383426,1156.1785119620556,516.1897772732049
1515,1333333.3333333335,0.9939393939393939,1718.0131357147595,2233.5231194159646,1158.8802530285072,515.5099837012053
1516,1388888.888888889,0.9939393939393939,1719.4548302953403,2234.308342465317,1161.4832755199748,514.8535121699764
1517,1444444.4444444445,0.9939393939393939,1720.8493317126245,2235.0680650946565,1163.9948850274468,514.2187333820322
1518,1500000.0,0.9939393939393939,1722.1998947853233,2235.8040821472114,1166.4215910742912,513.6041873618879
1519,1555555.5555555555,0.9939393939393939,1723.5094388187133,2236.5179992553135,1168.7692197163033,513.0085604366001
1520,1611111.111111111,0.9939393939393939,1724.7805928482558,2237.211258884621,1171.0430068123835,512.4306660363653
1521,1666666.6666666667,0.9939393939393939,1726.01573344289,2237.8851620168202,1173.2476758286725,511.86942857393
1522,1722222.2222222222,0.9939393939393939,1727.2170165040268,2238.5408863324433,1175.387503168396,511.3238698284166
1523,1777777.7777777778,0.9939393939393939,1728.3864041363895,2239.179501494213,1177.4663733430484,510.7930973578237
1524,1833333.3333333333,0.9939393939393939,1729.525687577885,2239.8019822109068,1179.4878258722379,510.2762946330219
1525,1888888.8888888888,0.9939393939393939,1730.6365067464671,2240.409219283661,1181.455095313393,509.7727125371941
1526,1944444.4444444445,0.9939393939393939,1731.720367075709,2241.0020291094934,1183.3711456121257,509.2816620337844
1527,2000000.0,0.9939393939393939,1732.7786540454072,2241.581161874803,1185.2386997469025,508.80250782939606
1528,2055555.5555555555,0.9939393939393939,1733.812645785151,2242.147308634047,1187.0602653881435,508.33466284889613
1529,2111111.111111111,0.9939393939393939,1734.8235240505758,2242.701107460287,1188.8381572136575,507.8775834097114
1530,2166666.666666667,0.9939393939393939,1735.8123838194972,2243.2431488104835,1190.5745163916338,507.43076499098606
1531,2222222.222222222,0.9939393939393939,1736.7802417122837,2243.7739802229316,1192.2713276526927,506.99373851064774
1532,2277777.777777778,0.9939393939393939,1737.7280434061495,2244.29411044463,1193.930434301577,506.56606703848007
1533,2333333.333333333,0.9939393939393939,1738.6566701850784,2244.804013070017,1195.5535514608998,506.1473428849389
1534,2388888.888888889,0.9939393939393939,1739.5669447442722,2245.304129759285,1197.1422777919024,505.7371850150128
1535,2444444.4444444445,0.9939393939393939,1740.459636350279,2245.7948731142333,1198.6981059406185,505.3352367639542
1536,2500000.0,0.9939393939393939,1741.3354654340746,2246.2766291342805,1200.222431628817,504.9411637002056
1537,2555555.5555555555,0.9939393939393939,1742.1951077098543,2246.749759610456,1201.7165621787394,504.55465190060164
1538,2611111.111111111,0.9939393939393939,1743.0391978507414,2247.214604066844,1203.1817237374719,504.17540621610266
1539,2666666.6666666665,0.9939393939393939,1743.8683327983067,2247.671481600369,1204.6190679576282,503.8031488020624
1540,2722222.222222222,0.9939393939393939,1744.6830747406154,2248.1206925152246,1206.0296779655787,503.43761777460907
1541,2777777.7777777775,0.9939393939393939,1745.4839537995042,2248.5625197955296,1207.4145737405438,503.07856599602565
1542,2833333.3333333335,0.9939393939393939,1746.2714704607265,2248.9972304351954,1208.774716973221,502.7257599744689
1543,2888888.888888889,0.9939393939393939,1747.0460977761031,2249.4250766413775,1210.1110154634678,502.3789788652742
1544,2944444.4444444445,0.9939393939393939,1747.8082833629912,2249.8462969257093,1211.424327108694,502.03801356271794
1545,3000000.0,0.9939393939393939,1748.5584512232474,2250.2611170957907,1212.715463528031,501.70266587254304
1546,3055555.5555555555,0.9939393939393939,1749.2970034009566,2250.6697511576594,1213.9851933615862,501.3727477567031
1547,3111111.111111111,0.9939393939393939,1750.0243214958841,2251.072402138766,1215.2342452792802,501.04808064288176
1548,3166666.6666666665,0.9939393939393939,1750.7407680475953,2251.469262839757,1216.4633107294917,500.72849479216165
1549,3222222.222222222,0.9939393939393939,1751.4466877706773,2251.860516588079,1217.6730466017084,500.4138288174017
1550,3277777.7777777775,0.9939393939393939,1752.1424088507688,2252.2463376012483,1218.864076931272,500.1039287504799
1551,3333333.3333333335,0.9939393939393939,1752.828243810492,2252.6268919728923,1220.0369959314462,499.7986481624001
1552,3388888.888888889,0.9939393939393939,1753.504490664552,2253.0023378668475,1221.1923691869404,499.4978472022956
1553,3444444.4444444445,0.9939393939393939,1754.1714336543412,2253.3728263278635,1222.3307361266116,499.2013926735222
1554,3500000.0,0.9939393939393939,1754.8293442912955,2253.7385013513763,1223.4526108803127,498.909157060081
1555,3555555.5555555555,0.9939393939393939,1755.4784819902031,2254.0995005586074,1224.5584843362567,498.62101856840394
1556,3611111.111111111,0.9939393939393939,1756.1190948193214,2254.4559555163464,1225.648825414646,498.3368606970249
1557,3666666.6666666665,0.9939393939393939,1756.751420162631,2254.807992093585,1226.7240823707714,498.05657193095425
1558,3722222.222222222,0.9939393939393939,1757.3756853339958,2255.1557307919657,1227.7846840023913,497.78004545796983
1559,3777777.7777777775,0.9939393939393939,1757.9921081474645,2255.4992870523633,1228.831040769548,497.5071789048987
1560,3833333.3333333335,0.9939393939393939,1758.6008974473027,2255.8387715398253,1229.863545835389,497.23787409252253
1561,3888888.888888889,0.9939393939393939,1759.2022535880171,2256.1742904378284,1230.882576172956,496.9720368498112
1562,3944444.4444444445,0.9939393939393939,1759.7963689500868,2256.505945570064,1231.8884928727741,496.7095766199771
1563,4000000.0,0.9939393939393939,1760.3834282793619,2256.833834828072,1232.8816429210995,496.4504065487106
1564,4055555.5555555555,0.9939393939393939,1760.9636091501095,2257.158052245563,1233.8623593171892,496.1944430954534
1565,4111111.111111111,0.9939393939393939,1761.537082321968,2257.478688235871,1234.8309619805996,495.9416059139029
1566,4166666.6666666665,0.9939393939393939,1762.1040120894918,2257.7958297789905,1235.7877584333253,495.6918176894987
1567,4222222.222222222,0.9939393939393939,1762.6645566066518,2258.109560594877,1236.7330444429126,495.4450039882255
1568,4277777.777777778,0.9939393939393939,1763.218868204342,2258.4199613138144,1237.667104598525,495.20109310947214
1569,4333333.333333334,0.9939393939393939,1763.7670936614156,2258.7271096205527,1238.5902129037213,494.96001595913714
1570,4388888.888888889,0.9939393939393939,1764.3093744859066,2259.031080404677,1239.502633278441,494.7217059187711
1571,4444444.444444444,0.9939393939393939,1764.8458471644994,2259.3319458937867,1240.404620057037,494.4860987292873
1572,4500000.0,0.9939393939393939,1765.3766434028942,2259.629775779729,1241.2964184455193,494.25313237683457
1573,4555555.555555556,0.9939393939393939,1765.9018903476247,2259.9246373442165,1242.1782649811453,494.022746996592
1574,4611111.111111111,0.9939393939393939,1766.421710799257,2260.216595561075,1243.0503879021285,493.7948847618176
1575,4666666.666666666,0.9939393939393939,1766.936223410018,2260.5057132095444,1243.9130075610838,493.56948979952625
1576,4722222.222222222,0.9939393939393939,1767.4455428589167,2260.7920509995597,1244.7663369109569,493.34650814064247
1577,4777777.777777778,0.9939393939393939,1767.9497800834822,2261.075667547188,1245.6105812835176,493.1258874637058
1578,4833333.333333333,0.9939393939393939,1768.4490423578136,2261.3566196570882,1246.4459396308814,492.90757729927424
1579,4888888.888888889,0.9939393939393939,1768.943433515416,2261.6349622650237,1247.2726041592834,492.6915287496075
1580,4944444.444444444,0.9939393939393939,1769.4330540805108,2261.9107485564327,1248.0907608032476,492.477694475922
1581,5000000.0,0.9939393939393939,1769.9180014095732,2262.1840300404397,1248.9005894933478,492.2660286308663
1582,5055555.555555555,0.9939393939393939,1770.3983698217846,2262.4548566268554,1249.7022644461285,492.056486805071
1583,5111111.111111111,0.9939393939393939,1770.8742507364784,2262.7232766790553,1250.495954320631,491.8490259425771
