x	y	z
10.53368318941009	-5.8369849271229945	0.0
10.37128288478245	-5.531576205967411	0.0
10.208684102190947	-5.2355012918113895	0.0
9.893246736008642	-4.687671197726142	0.0
9.638394984715628	-4.272423008452582	0.0
9.366124905961144	-3.868381577350378	0.0
9.076928541148062	-3.476277080550117	0.0
8.771328520547394	-3.0968181219775714	0.0
8.449877118810624	-2.730690452777941	0.0
8.113155256909272	-2.378555732039163	0.0
7.761771452305356	-2.041050331053989	0.0
7.396360719250001	-1.7187841832816304	0.0
7.017583421197531	-1.4123396820874354	0.0
6.62612407740898	-1.1222706282524464	0.0
6.222690125901649	-0.8491012291549846	0.0
5.808010644980334	-0.5933251514328546	0.0
5.382835035660632	-0.3554046288382143	0.0
4.9479316673654035	-0.1357696268973682	0.0
4.504086489341918	0.06518293411489524	0.0
4.052101610309025	0.2470898964822294	0.0
3.5927938489012754	0.409622521338561	0.0
3.126993257529517	0.5524870827588353	0.0
2.655541622325684	0.6754253985750257	0.0
2.1792909418826216	0.7782152969581253	0.0
1.6991018875381227	0.8606710179229257	0.0
1.2158422479857705	0.9226435490300046	0.0
0.7303853610233995	0.9640208946782077	0.0
0.24360853527333934	0.9847282785010215	0.0
-0.24360853527333934	0.9847282785010215	0.0
-0.7303853610233982	0.9640208946782077	0.0
-1.2158422479857705	0.9226435490300046	0.0
-1.6991018875381243	0.8606710179229257	0.0
-2.1792909418826216	0.7782152969581253	0.0
-2.655541622325685	0.6754253985750257	0.0
-3.126993257529516	0.5524870827588353	0.0
-3.5927938489012754	0.409622521338561	0.0
-4.052101610309027	0.2470898964822294	0.0
-4.504086489341918	0.06518293411489524	0.0
-4.947931667365404	-0.1357696268973682	0.0
-5.382835035660631	-0.3554046288382143	0.0
-5.808010644980334	-0.5933251514328546	0.0
-6.222690125901649	-0.8491012291549846	0.0
-6.62612407740898	-1.1222706282524464	0.0
-7.017583421197531	-1.4123396820874354	0.0
-7.396360719250001	-1.7187841832816304	0.0
-7.761771452305356	-2.041050331053989	0.0
-8.113155256909272	-2.378555732039165	0.0
-8.449877118810624	-2.730690452777941	0.0
-8.771328520547394	-3.0968181219775714	0.0
-9.076928541148062	-3.476277080550117	0.0
-9.366124905961144	-3.868381577350378	0.0
-9.638394984715626	-4.272423008452582	0.0
-9.893246736008642	-4.687671197726142	0.0
-10.047734547922492	-4.951577206689659	0.0
-10.208684102190947	-5.2355012918113895	0.0
-10.37128288478245	-5.531576205967411	0.0
-10.53368318941009	-5.8369849271229945	0.0
-10.69498850398505	-6.150465711679178	0.0
-10.854701917755413	-6.471424374411301	0.0
-11.012522007150132	-6.7996068018509295	0.0
-11.168252175972103	-7.134954164107159	0.0
-11.472928040245499	-7.827485604886234	0.0
